ano;esfera_administrativa;cnuc;nome_da_uc;uf;municipios_abrangidos;latitude;longitude;bioma;area_soma_bioma_(ha);grau_de_efetividade;calculo_efetividade;calculo_resultados;calculo_produtos;calculo_contexto;calculo_planejamento;calculo_insumos;calculo_processo
2020;Estadual;0000.26.3313;MONUMENTO NATURAL PEDRA DO CACHORRO;PE;Brejo da Madre de Deus (PE), São Caitano (PE), Tacaimbó (PE);-8,223341112;-36,18133028;CAATINGA;1376;2 - Efetiva;0.62702041;0.81770833;0.72916667;0.5;0.68272247;0.525;0.55
2019;Estadual;0000.26.3313;MONUMENTO NATURAL PEDRA DO CACHORRO;PE;Brejo da Madre de Deus (PE), São Caitano (PE), Tacaimbó (PE);-8,223341112;-36,18133028;CAATINGA;1376;3 - Moderada Efetividade;0.573961885;0.82942708;0.66666667;0.5;0.58666088;0.5125;0.40625
2019;Estadual;0000.25.0904;MONUMENTO NATURAL VALE DOS DINOSSAUROS;PB;Sousa (PB);-6,734886853;-38,26087351;MATA ATLANTICA;39;4 - Reduzida Efetividade;0.396786232;0.61371528;0.41666667;0.1875;0.53259376;0.39583333;0.34375
2018;Federal;0000.00.0135;PARQUE NACIONAL CAVERNAS DO PERUACU;MG;Itacarambi (MG), São João das Missões (MG);-15,10128784;-44,22398846;CAATINGA;56448;3 - Moderada Efetividade;0.482339114;0.5271164;0.50462963;0.41666667;0.39264973;0.50208333;0.5625
2020;Federal;0000.00.0135;PARQUE NACIONAL CAVERNAS DO PERUACU;MG;Itacarambi (MG), São João das Missões (MG);-15,10128784;-44,22398846;CAATINGA;56448;3 - Moderada Efetividade;0.462443506;0.54910714;0.54807692;0.375;0.37868815;0.52083333;0.43055556
2019;Federal;0000.00.0135;PARQUE NACIONAL CAVERNAS DO PERUACU;MG;Itacarambi (MG), São João das Missões (MG);-15,10128784;-44,22398846;CAATINGA;56448;3 - Moderada Efetividade;0.453844032;0.55964782;0.49242424;0.375;0.38710968;0.55625;0.3875
2020;Federal;0000.00.0136;PARQUE NACIONAL DA AMAZONIA;AM, PA;Maués (AM), Itaituba (PA), Aveiro (PA);-4,378619997;-56,78006666;AMAZONIA;1066302;2 - Efetiva;0.659333807;0.75348639;0.73611111;0.44642857;0.60089251;0.87228261;0.60416667
2019;Federal;0000.00.0136;PARQUE NACIONAL DA AMAZONIA;AM, PA;Maués (AM), Itaituba (PA), Aveiro (PA);-4,378619997;-56,78006666;AMAZONIA;1066302;2 - Efetiva;0.619814858;0.67179705;0.68055556;0.42857143;0.57947593;0.7890625;0.609375
2018;Federal;0000.00.0136;PARQUE NACIONAL DA AMAZONIA;AM, PA;Maués (AM), Itaituba (PA), Aveiro (PA);-4,378619997;-56,78006666;AMAZONIA;1066302;2 - Efetiva;0.612417589;0.68198696;0.63888889;0.41071429;0.5838252;0.7375;0.65340909
2017;Federal;0000.00.0136;PARQUE NACIONAL DA AMAZONIA;AM, PA;Maués (AM), Itaituba (PA), Aveiro (PA);-4,378619997;-56,78006666;AMAZONIA;1066302;3 - Moderada Efetividade;0.554063909;0.67946429;0.47916667;0.39583333;0.60831211;0.65416667;0.54166667
2020;Federal;0000.00.0272;PARQUE NACIONAL DA CHAPADA DAS MESAS;MA;Riachão (MA), Estreito (MA), Carolina (MA);-7,152066739;-47,14423471;CERRADO;159952;2 - Efetiva;0.608255326;0.73020833;0.70075758;0.40833333;0.58427022;0.57352941;0.6875
2019;Federal;0000.00.0272;PARQUE NACIONAL DA CHAPADA DAS MESAS;MA;Riachão (MA), Estreito (MA), Carolina (MA);-7,152066739;-47,14423471;CERRADO;159952;3 - Moderada Efetividade;0.517179048;0.6566358;0.62916667;0.29166667;0.4452254;0.515625;0.61458333
2018;Federal;0000.00.0272;PARQUE NACIONAL DA CHAPADA DAS MESAS;MA;Riachão (MA), Estreito (MA), Carolina (MA);-7,152066739;-47,14423471;CERRADO;159952;3 - Moderada Efetividade;0.483261802;0.66435185;0.61979167;0.26388889;0.48717623;0.44140625;0.49305556
2018;Federal;0000.00.0137;PARQUE NACIONAL DA CHAPADA DIAMANTINA;BA;Palmeiras (BA), Mucugê (BA), Lençóis (BA), Ibicoara (BA), Andaraí (BA);-12,88078193;-41,37088035;CAATINGA;152142;3 - Moderada Efetividade;0.571096516;0.73365885;0.51388889;0.36309524;0.57933377;0.725;0.5625
2019;Federal;0000.00.0137;PARQUE NACIONAL DA CHAPADA DIAMANTINA;BA;Palmeiras (BA), Mucugê (BA), Lençóis (BA), Ibicoara (BA), Andaraí (BA);-12,88078193;-41,37088035;CAATINGA;152142;3 - Moderada Efetividade;0.565077785;0.69717262;0.56944444;0.36011905;0.53592272;0.72413793;0.55208333
2020;Federal;0000.00.0137;PARQUE NACIONAL DA CHAPADA DIAMANTINA;BA;Palmeiras (BA), Mucugê (BA), Lençóis (BA), Ibicoara (BA), Andaraí (BA);-12,88078193;-41,37088035;CAATINGA;152142;3 - Moderada Efetividade;0.535120929;0.67460317;0.54166667;0.375;0.55167743;0.67067308;0.45
2017;Federal;0000.00.0137;PARQUE NACIONAL DA CHAPADA DIAMANTINA;BA;Palmeiras (BA), Mucugê (BA), Lençóis (BA), Ibicoara (BA), Andaraí (BA);-12,88078193;-41,37088035;CAATINGA;152142;3 - Moderada Efetividade;0.505165576;0.55478516;0.5;0.30357143;0.50337858;0.5875;0.61363636
2018;Federal;0000.00.0138;PARQUE NACIONAL DA CHAPADA DOS GUIMARAES;MT;Chapada dos Guimarães (MT), Cuiabá (MT);-15,32399531;-55,88236378;CERRADO;32647;2 - Efetiva;0.698867909;0.82847222;0.79166667;0.43939394;0.67045831;0.78409091;0.7265625
2019;Federal;0000.00.0138;PARQUE NACIONAL DA CHAPADA DOS GUIMARAES;MT;Chapada dos Guimarães (MT), Cuiabá (MT);-15,32399531;-55,88236378;CERRADO;32647;2 - Efetiva;0.654536986;0.6777381;0.79166667;0.43939394;0.50153595;0.84943182;0.7265625
2020;Federal;0000.00.0138;PARQUE NACIONAL DA CHAPADA DOS GUIMARAES;MT;Chapada dos Guimarães (MT), Cuiabá (MT);-15,32399531;-55,88236378;CERRADO;32647;2 - Efetiva;0.609172185;0.56912698;0.725;0.42361111;0.38943865;0.87916667;0.7578125
2018;Federal;0000.00.0139;PARQUE NACIONAL DA CHAPADA DOS VEADEIROS;GO;Alto Paraíso de Goiás (GO), Cavalcante (GO), Nova Roma (GO), São João D'Aliança (GO), Teresina de Goiás (GO);-13,95935827;-47,3682872;CERRADO;240584;2 - Efetiva;0.628448992;0.68583333;0.53472222;0.5;0.59833235;0.78308824;0.6875
2017;Federal;0000.00.0139;PARQUE NACIONAL DA CHAPADA DOS VEADEIROS;GO;Alto Paraíso de Goiás (GO), Cavalcante (GO), Nova Roma (GO), São João D'Aliança (GO), Teresina de Goiás (GO);-13,95935827;-47,3682872;CERRADO;240584;2 - Efetiva;0.61137385;0.59583333;0.56666667;0.5;0.57514693;0.76666667;0.68125
2019;Federal;0000.00.0139;PARQUE NACIONAL DA CHAPADA DOS VEADEIROS;GO;Alto Paraíso de Goiás (GO), Cavalcante (GO), Nova Roma (GO), São João D'Aliança (GO), Teresina de Goiás (GO);-13,95935827;-47,3682872;CERRADO;240584;3 - Moderada Efetividade;0.550940328;0.65076389;0.53472222;0.25;0.54865772;0.73263889;0.6640625
2020;Federal;0000.00.0139;PARQUE NACIONAL DA CHAPADA DOS VEADEIROS;GO;Alto Paraíso de Goiás (GO), Cavalcante (GO), Nova Roma (GO), São João D'Aliança (GO), Teresina de Goiás (GO);-13,95935827;-47,3682872;CERRADO;240584;3 - Moderada Efetividade;0.54758377;0.67333333;0.53472222;0.25;0.5429094;0.75852273;0.60714286
2020;Federal;0000.00.2633;PARQUE NACIONAL DA FURNA FEIA;RN;Baraúna (RN), Mossoró (RN);-5,053925199;-37,51072568;CAATINGA;8518;2 - Efetiva;0.617824253;0.82421875;0.66666667;0.56944444;0.56847866;0.53348214;0.5703125
2018;Federal;0000.00.2633;PARQUE NACIONAL DA FURNA FEIA;RN;Baraúna (RN), Mossoró (RN);-5,053925199;-37,51072568;CAATINGA;8518;3 - Moderada Efetividade;0.58716855;0.72491497;0.61666667;0.49166667;0.59205815;0.4673913;0.65625
2019;Federal;0000.00.2633;PARQUE NACIONAL DA FURNA FEIA;RN;Baraúna (RN), Mossoró (RN);-5,053925199;-37,51072568;CAATINGA;8518;3 - Moderada Efetividade;0.575913663;0.74674036;0.65277778;0.54761905;0.54460269;0.48060345;0.50625
2017;Federal;0000.00.2633;PARQUE NACIONAL DA FURNA FEIA;RN;Baraúna (RN), Mossoró (RN);-5,053925199;-37,51072568;CAATINGA;8518;3 - Moderada Efetividade;0.463945722;0.71064815;0.42361111;0.30208333;0.57785088;0.334375;0.52083333
2020;Federal;0000.00.0140;PARQUE NACIONAL DA LAGOA DO PEIXE;RS;Mostardas (RS), São José do Norte (RS), Tavares (RS);-31,24943993;-50,95592476;PAMPA;36716;2 - Efetiva;0.617478753;0.60705017;0.73333333;0.54166667;0.47353964;0.77864583;0.61111111
2018;Federal;0000.00.0140;PARQUE NACIONAL DA LAGOA DO PEIXE;RS;Mostardas (RS), São José do Norte (RS), Tavares (RS);-31,24943993;-50,95592476;PAMPA;36716;3 - Moderada Efetividade;0.582822765;0.50132888;0.68333333;0.48611111;0.42316779;0.79276316;0.66826923
2017;Federal;0000.00.0140;PARQUE NACIONAL DA LAGOA DO PEIXE;RS;Mostardas (RS), São José do Norte (RS), Tavares (RS);-31,24943993;-50,95592476;PAMPA;36716;3 - Moderada Efetividade;0.564122592;0.50387517;0.71666667;0.47222222;0.41442005;0.675;0.65104167
2019;Federal;0000.00.0140;PARQUE NACIONAL DA LAGOA DO PEIXE;RS;Mostardas (RS), São José do Norte (RS), Tavares (RS);-31,24943993;-50,95592476;PAMPA;36716;3 - Moderada Efetividade;0.548840153;0.51476767;0.6875;0.45833333;0.35612802;0.74431818;0.6
2019;Federal;0000.00.0142;PARQUE NACIONAL DA SERRA DA BOCAINA;RJ, SP;Angra dos Reis (RJ), Parati (RJ), Areias (SP), Cunha (SP), São José do Barreiro (SP), Ubatuba (SP);-23,02726652;-44,69311831;MATA ATLANTICA;106565;3 - Moderada Efetividade;0.550055687;0.55347222;0.63392857;0.30833333;0.41287864;0.87771739;0.609375
2018;Federal;0000.00.0142;PARQUE NACIONAL DA SERRA DA BOCAINA;RJ, SP;Angra dos Reis (RJ), Parati (RJ), Areias (SP), Cunha (SP), São José do Barreiro (SP), Ubatuba (SP);-23,02726652;-44,69311831;MATA ATLANTICA;106565;3 - Moderada Efetividade;0.486421588;0.5296875;0.46590909;0.26666667;0.40560607;0.8125;0.51875
2020;Federal;0000.00.0142;PARQUE NACIONAL DA SERRA DA BOCAINA;RJ, SP;Angra dos Reis (RJ), Parati (RJ), Areias (SP), Cunha (SP), São José do Barreiro (SP), Ubatuba (SP);-23,02726652;-44,69311831;MATA ATLANTICA;106565;3 - Moderada Efetividade;0.480886496;0.46534722;0.50320513;0.26388889;0.34201041;0.86647727;0.5546875
2017;Federal;0000.00.0142;PARQUE NACIONAL DA SERRA DA BOCAINA;RJ, SP;Angra dos Reis (RJ), Parati (RJ), Areias (SP), Cunha (SP), São José do Barreiro (SP), Ubatuba (SP);-23,02726652;-44,69311831;MATA ATLANTICA;106565;4 - Reduzida Efetividade;0.367891035;0.42934028;0.29761905;0.20833333;0.19566614;0.83333333;0.40625
2020;Federal;0000.00.0143;PARQUE NACIONAL DA SERRA DA BODOQUENA;MS;Porto Murtinho (MS), Jardim (MS), Bonito (MS), Bodoquena (MS);-21,09278412;-56,73154358;CERRADO;76975;3 - Moderada Efetividade;0.506901415;0.66017232;0.41666667;0.26388889;0.49190431;0.653125;0.609375
2018;Federal;0000.00.0143;PARQUE NACIONAL DA SERRA DA BODOQUENA;MS;Porto Murtinho (MS), Jardim (MS), Bonito (MS), Bodoquena (MS);-21,09278412;-56,73154358;CERRADO;76975;3 - Moderada Efetividade;0.502493866;0.64887153;0.42361111;0.30555556;0.50246483;0.6;0.57142857
2019;Federal;0000.00.0143;PARQUE NACIONAL DA SERRA DA BODOQUENA;MS;Porto Murtinho (MS), Jardim (MS), Bonito (MS), Bodoquena (MS);-21,09278412;-56,73154358;CERRADO;76975;3 - Moderada Efetividade;0.479157683;0.66988169;0.375;0.23611111;0.50562922;0.65789474;0.5078125
2017;Federal;0000.00.0143;PARQUE NACIONAL DA SERRA DA BODOQUENA;MS;Porto Murtinho (MS), Jardim (MS), Bonito (MS), Bodoquena (MS);-21,09278412;-56,73154358;CERRADO;76975;3 - Moderada Efetividade;0.474353332;0.66796875;0.33333333;0.20833333;0.55469098;0.6;0.56875
2019;Federal;0000.00.0144;PARQUE NACIONAL DA SERRA DA CANASTRA;MG;Vargem Bonita (MG), São Roque de Minas (MG), São João Batista do Glória (MG), Sacramento (MG), Delfinópolis (MG), Capitólio (MG);-20,332346;-46,58364542;CERRADO;197973;3 - Moderada Efetividade;0.513923073;0.48763021;0.66666667;0.45833333;0.34083169;0.6;0.578125
2020;Federal;0000.00.0144;PARQUE NACIONAL DA SERRA DA CANASTRA;MG;Vargem Bonita (MG), São Roque de Minas (MG), São João Batista do Glória (MG), Sacramento (MG), Delfinópolis (MG), Capitólio (MG);-20,332346;-46,58364542;CERRADO;197973;3 - Moderada Efetividade;0.497320922;0.47910156;0.66203704;0.4469697;0.31286827;0.61111111;0.52884615
2018;Federal;0000.00.0144;PARQUE NACIONAL DA SERRA DA CANASTRA;MG;Vargem Bonita (MG), São Roque de Minas (MG), São João Batista do Glória (MG), Sacramento (MG), Delfinópolis (MG), Capitólio (MG);-20,332346;-46,58364542;CERRADO;197973;3 - Moderada Efetividade;0.491982537;0.5296875;0.625;0.38541667;0.40526032;0.49671053;0.53409091
2017;Federal;0000.00.0144;PARQUE NACIONAL DA SERRA DA CANASTRA;MG;Vargem Bonita (MG), São Roque de Minas (MG), São João Batista do Glória (MG), Sacramento (MG), Delfinópolis (MG), Capitólio (MG);-20,332346;-46,58364542;CERRADO;197973;3 - Moderada Efetividade;0.465658261;0.50214844;0.57291667;0.325;0.38584359;0.50328947;0.53472222
2017;Federal;0000.00.0145;PARQUE NACIONAL DA SERRA DA CAPIVARA;PI;Canto do Buriti (PI), São João do Piauí (PI), São Raimundo Nonato (PI), Coronel José Dias (PI);-8,694857883;-42,58587923;CAATINGA;100762;3 - Moderada Efetividade;0.467077621;0.45444444;0.49479167;0.22916667;0.39069108;0.69375;0.61111111
2019;Federal;0000.00.0145;PARQUE NACIONAL DA SERRA DA CAPIVARA;PI;Canto do Buriti (PI), São João do Piauí (PI), São Raimundo Nonato (PI), Coronel José Dias (PI);-8,694857883;-42,58587923;CAATINGA;100762;3 - Moderada Efetividade;0.466329799;0.52722222;0.5875;0.22916667;0.4042731;0.58173077;0.5390625
2018;Federal;0000.00.0145;PARQUE NACIONAL DA SERRA DA CAPIVARA;PI;Canto do Buriti (PI), São João do Piauí (PI), São Raimundo Nonato (PI), Coronel José Dias (PI);-8,694857883;-42,58587923;CAATINGA;100762;3 - Moderada Efetividade;0.452556083;0.49680556;0.55729167;0.22916667;0.40519622;0.53125;0.55769231
2020;Federal;0000.00.0145;PARQUE NACIONAL DA SERRA DA CAPIVARA;PI;Canto do Buriti (PI), São João do Piauí (PI), São Raimundo Nonato (PI), Coronel José Dias (PI);-8,694857883;-42,58587923;CAATINGA;100762;3 - Moderada Efetividade;0.405881464;0.42274306;0.59722222;0.22916667;0.25086162;0.575;0.45833333
2020;Federal;0000.00.0188;PARQUE NACIONAL DA SERRA DA CUTIA;RO;Costa Marques (RO), Guajará-Mirim (RO);-11,658239;-64,38448625;AMAZONIA;283499;2 - Efetiva;0.69732537;0.858125;0.54166667;0.47916667;0.71565278;0.84375;0.78571429
2019;Federal;0000.00.0188;PARQUE NACIONAL DA SERRA DA CUTIA;RO;Costa Marques (RO), Guajará-Mirim (RO);-11,658239;-64,38448625;AMAZONIA;283499;2 - Efetiva;0.674843549;0.89125;0.54166667;0.44791667;0.70461196;0.84375;0.67857143
2018;Federal;0000.00.0188;PARQUE NACIONAL DA SERRA DA CUTIA;RO;Costa Marques (RO), Guajará-Mirim (RO);-11,658239;-64,38448625;AMAZONIA;283499;2 - Efetiva;0.60663402;0.7625;0.5;0.375;0.61746656;0.78125;0.65178571
2017;Federal;0000.00.0188;PARQUE NACIONAL DA SERRA DA CUTIA;RO;Costa Marques (RO), Guajará-Mirim (RO);-11,658239;-64,38448625;AMAZONIA;283499;3 - Moderada Efetividade;0.593264881;0.84166667;0.5;0.375;0.62040916;0.765625;0.53571429
2019;Federal;0000.00.1909;PARQUE NACIONAL DA SERRA DAS LONTRAS;BA;Arataca (BA), Una (BA);-15,16418308;-39,34536783;MATA ATLANTICA;11344;3 - Moderada Efetividade;0.488254211;0.58333333;0.64583333;0.453125;0.43279437;0.4375;0.40178571
2020;Federal;0000.00.1909;PARQUE NACIONAL DA SERRA DAS LONTRAS;BA;Arataca (BA), Una (BA);-15,16418308;-39,34536783;MATA ATLANTICA;11344;3 - Moderada Efetividade;0.48032151;0.58886317;0.4537037;0.30952381;0.36955271;0.79166667;0.45535714
2018;Federal;0000.00.1909;PARQUE NACIONAL DA SERRA DAS LONTRAS;BA;Arataca (BA), Una (BA);-15,16418308;-39,34536783;MATA ATLANTICA;11344;3 - Moderada Efetividade;0.442653767;0.60416667;0.54166667;0.453125;0.45348553;0.34375;0.3
2017;Federal;0000.00.1909;PARQUE NACIONAL DA SERRA DAS LONTRAS;BA;Arataca (BA), Una (BA);-15,16418308;-39,34536783;MATA ATLANTICA;11344;3 - Moderada Efetividade;0.428203978;0.58919271;0.54166667;0.54166667;0.46191906;0.25;0.25
2018;Federal;0000.00.0147;PARQUE NACIONAL DA SERRA DE ITABAIANA;SE;Areia Branca (SE), Campo do Brito (SE), Itabaiana (SE), Itaporanga D'Ajuda (SE), Laranjeiras (SE), Malhador (SE);-10,77899441;-37,34894548;MATA ATLANTICA;8025;3 - Moderada Efetividade;0.583552638;0.78229167;0.575;0.44791667;0.60875399;0.61111111;0.515625
2020;Federal;0000.00.0147;PARQUE NACIONAL DA SERRA DE ITABAIANA;SE;Areia Branca (SE), Campo do Brito (SE), Itabaiana (SE), Itaporanga D'Ajuda (SE), Laranjeiras (SE), Malhador (SE);-10,77899441;-37,34894548;MATA ATLANTICA;8025;3 - Moderada Efetividade;0.575326201;0.73773148;0.56617647;0.38888889;0.57982842;0.62847222;0.5859375
2017;Federal;0000.00.0147;PARQUE NACIONAL DA SERRA DE ITABAIANA;SE;Areia Branca (SE), Campo do Brito (SE), Itabaiana (SE), Itaporanga D'Ajuda (SE), Laranjeiras (SE), Malhador (SE);-10,77899441;-37,34894548;MATA ATLANTICA;8025;3 - Moderada Efetividade;0.568895067;0.80868056;0.54487179;0.36805556;0.61921289;0.61111111;0.52272727
2019;Federal;0000.00.0147;PARQUE NACIONAL DA SERRA DE ITABAIANA;SE;Areia Branca (SE), Campo do Brito (SE), Itabaiana (SE), Itaporanga D'Ajuda (SE), Laranjeiras (SE), Malhador (SE);-10,77899441;-37,34894548;MATA ATLANTICA;8025;3 - Moderada Efetividade;0.563314029;0.71805556;0.56617647;0.39166667;0.55467174;0.62847222;0.5546875
2018;Federal;0000.00.0148;PARQUE NACIONAL DA SERRA DO CIPO;MG;Itabira (MG), Itambé do Mato Dentro (MG), Jaboticatubas (MG), Nova União (MG), Morro do Pilar (MG), Santana do Riacho (MG);-19,37864399;-43,53483334;CERRADO;31639;3 - Moderada Efetividade;0.550508491;0.40972222;0.84375;0.54166667;0.33796496;0.6875;0.59722222
2019;Federal;0000.00.0148;PARQUE NACIONAL DA SERRA DO CIPO;MG;Itabira (MG), Itambé do Mato Dentro (MG), Jaboticatubas (MG), Nova União (MG), Morro do Pilar (MG), Santana do Riacho (MG);-19,37864399;-43,53483334;CERRADO;31639;3 - Moderada Efetividade;0.494337036;0.49707105;0.66666667;0.421875;0.33971505;0.62916667;0.46875
2020;Federal;0000.00.0148;PARQUE NACIONAL DA SERRA DO CIPO;MG;Itabira (MG), Itambé do Mato Dentro (MG), Jaboticatubas (MG), Nova União (MG), Morro do Pilar (MG), Santana do Riacho (MG);-19,37864399;-43,53483334;CERRADO;31639;3 - Moderada Efetividade;0.493032928;0.50907029;0.67857143;0.375;0.34208274;0.6;0.5078125
2019;Federal;0000.00.0149;PARQUE NACIONAL DA SERRA DO DIVISOR;AC;Cruzeiro do Sul (AC), Mâncio Lima (AC), Marechal Thaumaturgo (AC), Porto Walter (AC), Rodrigues Alves (AC);-8,105738006;-73,34325225;AMAZONIA;829370;3 - Moderada Efetividade;0.520740371;0.78221451;0.49537037;0.34166667;0.53942728;0.51315789;0.5078125
2018;Federal;0000.00.0149;PARQUE NACIONAL DA SERRA DO DIVISOR;AC;Cruzeiro do Sul (AC), Mâncio Lima (AC), Marechal Thaumaturgo (AC), Porto Walter (AC), Rodrigues Alves (AC);-8,105738006;-73,34325225;AMAZONIA;829370;3 - Moderada Efetividade;0.482053093;0.70010288;0.49537037;0.34722222;0.52394678;0.49013158;0.390625
2020;Federal;0000.00.0149;PARQUE NACIONAL DA SERRA DO DIVISOR;AC;Cruzeiro do Sul (AC), Mâncio Lima (AC), Marechal Thaumaturgo (AC), Porto Walter (AC), Rodrigues Alves (AC);-8,105738006;-73,34325225;AMAZONIA;829370;3 - Moderada Efetividade;0.464249184;0.57696759;0.52604167;0.38888889;0.38479149;0.51315789;0.42045455
2019;Federal;0000.00.3136;PARQUE NACIONAL DA SERRA DO GANDARELA;MG;Caeté (MG), Itabirito (MG), Mariana (MG), Nova Lima (MG), Ouro Preto (MG), Raposos (MG), Rio Acima (MG), Santa Bárbara (MG);-20,1003786;-43,66355738;MATA ATLANTICA;31270;3 - Moderada Efetividade;0.568665224;0.60026042;0.515625;0.29166667;0.57374843;0.86875;0.6328125
2018;Federal;0000.00.3136;PARQUE NACIONAL DA SERRA DO GANDARELA;MG;Caeté (MG), Itabirito (MG), Mariana (MG), Nova Lima (MG), Ouro Preto (MG), Raposos (MG), Rio Acima (MG), Santa Bárbara (MG);-20,1003786;-43,66355738;MATA ATLANTICA;31270;3 - Moderada Efetividade;0.559156072;0.60138889;0.51041667;0.35416667;0.56537717;0.7775;0.58854167
2017;Federal;0000.00.3136;PARQUE NACIONAL DA SERRA DO GANDARELA;MG;Caeté (MG), Itabirito (MG), Mariana (MG), Nova Lima (MG), Ouro Preto (MG), Raposos (MG), Rio Acima (MG), Santa Bárbara (MG);-20,1003786;-43,66355738;MATA ATLANTICA;31270;3 - Moderada Efetividade;0.533423088;0.66666667;0.48958333;0.39583333;0.58062887;0.62828947;0.4765625
2020;Federal;0000.00.3136;PARQUE NACIONAL DA SERRA DO GANDARELA;MG;Caeté (MG), Itabirito (MG), Mariana (MG), Nova Lima (MG), Ouro Preto (MG), Raposos (MG), Rio Acima (MG), Santa Bárbara (MG);-20,1003786;-43,66355738;MATA ATLANTICA;31270;3 - Moderada Efetividade;0.530987621;0.54791667;0.56770833;0.375;0.45038672;0.765;0.53125
2019;Federal;0000.00.0150;PARQUE NACIONAL DA SERRA DO ITAJAI;SC;Ascurra (SC), Apiúna (SC), Blumenau (SC), Botuverá (SC), Gaspar (SC), Guabiruba (SC), Indaial (SC), Presidente Nereu (SC), Vidal Ramos (SC);-27,1087903;-49,18484746;MATA ATLANTICA;56918;3 - Moderada Efetividade;0.48346048;0.74884259;0.43452381;0.225;0.55048038;0.60546875;0.4453125
2018;Federal;0000.00.0150;PARQUE NACIONAL DA SERRA DO ITAJAI;SC;Ascurra (SC), Apiúna (SC), Blumenau (SC), Botuverá (SC), Gaspar (SC), Guabiruba (SC), Indaial (SC), Presidente Nereu (SC), Vidal Ramos (SC);-27,1087903;-49,18484746;MATA ATLANTICA;56918;3 - Moderada Efetividade;0.48193696;0.671875;0.45238095;0.2;0.56202484;0.56666667;0.53125
2020;Federal;0000.00.0150;PARQUE NACIONAL DA SERRA DO ITAJAI;SC;Ascurra (SC), Apiúna (SC), Blumenau (SC), Botuverá (SC), Gaspar (SC), Guabiruba (SC), Indaial (SC), Presidente Nereu (SC), Vidal Ramos (SC);-27,1087903;-49,18484746;MATA ATLANTICA;56918;3 - Moderada Efetividade;0.47256696;0.60813492;0.43452381;0.23333333;0.46684347;0.625;0.52777778
2017;Federal;0000.00.0150;PARQUE NACIONAL DA SERRA DO ITAJAI;SC;Ascurra (SC), Apiúna (SC), Blumenau (SC), Botuverá (SC), Gaspar (SC), Guabiruba (SC), Indaial (SC), Presidente Nereu (SC), Vidal Ramos (SC);-27,1087903;-49,18484746;MATA ATLANTICA;56918;4 - Reduzida Efetividade;0.392846876;0.421875;0.45238095;0.225;0.23176241;0.58482143;0.51388889
2019;Federal;0000.00.0151;PARQUE NACIONAL DA SERRA DO PARDO;PA;Altamira (PA), São Félix do Xingu (PA);-5,812595317;-52,99093028;AMAZONIA;445395;3 - Moderada Efetividade;0.574945973;0.71419271;0.50694444;0.41666667;0.53042954;0.8046875;0.53125
2018;Federal;0000.00.0151;PARQUE NACIONAL DA SERRA DO PARDO;PA;Altamira (PA), São Félix do Xingu (PA);-5,812595317;-52,99093028;AMAZONIA;445395;3 - Moderada Efetividade;0.547039627;0.59970238;0.55208333;0.36111111;0.4950045;0.77083333;0.55113636
2020;Federal;0000.00.0151;PARQUE NACIONAL DA SERRA DO PARDO;PA;Altamira (PA), São Félix do Xingu (PA);-5,812595317;-52,99093028;AMAZONIA;445395;3 - Moderada Efetividade;0.531389194;0.67773438;0.50694444;0.41666667;0.47280254;0.72697368;0.4453125
2017;Federal;0000.00.0151;PARQUE NACIONAL DA SERRA DO PARDO;PA;Altamira (PA), São Félix do Xingu (PA);-5,812595317;-52,99093028;AMAZONIA;445395;3 - Moderada Efetividade;0.45807978;0.47222222;0.61979167;0.40277778;0.38116711;0.42763158;0.46875
2019;Federal;0000.00.0152;PARQUE NACIONAL DA SERRA DOS ORGAOS;RJ;Teresópolis (RJ), Petrópolis (RJ), Magé (RJ), Guapimirim (RJ);-22,49514322;-43,07323046;MATA ATLANTICA;20021;2 - Efetiva;0.61646459;0.69244792;0.64102564;0.40833333;0.52693382;0.74264706;0.71875
2020;Federal;0000.00.0152;PARQUE NACIONAL DA SERRA DOS ORGAOS;RJ;Teresópolis (RJ), Petrópolis (RJ), Magé (RJ), Guapimirim (RJ);-22,49514322;-43,07323046;MATA ATLANTICA;20021;3 - Moderada Efetividade;0.594413418;0.69921875;0.65555556;0.36979167;0.53042409;0.75986842;0.6015625
2017;Federal;0000.00.0152;PARQUE NACIONAL DA SERRA DOS ORGAOS;RJ;Teresópolis (RJ), Petrópolis (RJ), Magé (RJ), Guapimirim (RJ);-22,49514322;-43,07323046;MATA ATLANTICA;20021;3 - Moderada Efetividade;0.526086761;0.58007813;0.57291667;0.27083333;0.50568325;0.5625;0.72916667
2018;Federal;0000.00.0152;PARQUE NACIONAL DA SERRA DOS ORGAOS;RJ;Teresópolis (RJ), Petrópolis (RJ), Magé (RJ), Guapimirim (RJ);-22,49514322;-43,07323046;MATA ATLANTICA;20021;3 - Moderada Efetividade;0.502794295;0.55273438;0.57291667;0.27083333;0.39637989;0.5625;0.72115385
2018;Federal;0000.00.0153;PARQUE NACIONAL DA SERRA GERAL;RS, SC;Cambará do Sul (RS), Jacinto Machado (SC), Praia Grande (SC);-29,12229801;-50,01192976;MATA ATLANTICA;17302;2 - Efetiva;0.60301504;0.68527778;0.72395833;0.375;0.56636392;0.640625;0.67307692
