ano;esfera_administrativa;cnuc;nome_da_uc;uf;municipios_abrangidos;latitude;longitude;bioma;area_soma_bioma_(ha);grau_de_efetividade;calculo_efetividade;calculo_resultados;calculo_produtos;calculo_contexto;calculo_planejamento;calculo_insumos;calculo_processo
2019;Estadual;0000.26.1928;AREA DE PROTECAO AMBIENTAL ALDEIA-BEBERIBE;PE;Abreu e Lima (PE), Araçoiaba (PE), Camaragibe (PE), Igarassu (PE), Paudalho (PE), Paulista (PE), Recife (PE), São Lourenço da Mata (PE);-7,892714595;-35,02265841;MATA ATLANTICA;31662;3 - Moderada Efetividade;0.531712096;0.76367188;0.65104167;0.25;0.52715645;0.5625;0.53125
2020;Estadual;0000.26.1928;AREA DE PROTECAO AMBIENTAL ALDEIA-BEBERIBE;PE;Abreu e Lima (PE), Araçoiaba (PE), Camaragibe (PE), Igarassu (PE), Paudalho (PE), Paulista (PE), Recife (PE), São Lourenço da Mata (PE);-7,892714595;-35,02265841;MATA ATLANTICA;31662;3 - Moderada Efetividade;0.489773039;0.58849862;0.64930556;0.375;0.34194514;0.5625;0.46875
2020;Federal;0000.00.0001;AREA DE PROTECAO AMBIENTAL ANHATOMIRIM;SC;Governador Celso Ramos (SC);-27,40934344;-48,56924895;MARINHO;4437;3 - Moderada Efetividade;0.562731833;0.55324074;0.58611111;0.375;0.53612796;0.82916667;0.55357143
2018;Federal;0000.00.0001;AREA DE PROTECAO AMBIENTAL ANHATOMIRIM;SC;Governador Celso Ramos (SC);-27,40934344;-48,56924895;MARINHO;4437;3 - Moderada Efetividade;0.556212773;0.65740741;0.6328125;0.47916667;0.46396439;0.525;0.59375
2019;Federal;0000.00.0001;AREA DE PROTECAO AMBIENTAL ANHATOMIRIM;SC;Governador Celso Ramos (SC);-27,40934344;-48,56924895;MARINHO;4437;3 - Moderada Efetividade;0.553569871;0.51427469;0.63141026;0.33333333;0.48968492;0.78125;0.63541667
2020;Estadual;0000.29.0321;AREA DE PROTECAO AMBIENTAL BACIA DO COBRE / SAO BARTOLOMEU;BA;Simões Filho (BA), Salvador (BA);-12,87211574;-38,45488839;MATA ATLANTICA;1171;4 - Reduzida Efetividade;0.397783384;0.45833333;0.55092593;0.29166667;0.16666667;0.55147059;0.46875
2019;Estadual;0000.29.0321;AREA DE PROTECAO AMBIENTAL BACIA DO COBRE / SAO BARTOLOMEU;BA;Simões Filho (BA), Salvador (BA);-12,87211574;-38,45488839;MATA ATLANTICA;1171;4 - Reduzida Efetividade;0.380226204;0.4375;0.56944444;0.23958333;0.19553377;0.55;0.390625
2018;Estadual;0000.29.0321;AREA DE PROTECAO AMBIENTAL BACIA DO COBRE / SAO BARTOLOMEU;BA;Simões Filho (BA), Salvador (BA);-12,87211574;-38,45488839;MATA ATLANTICA;1171;4 - Reduzida Efetividade;0.332753203;0.1875;0.523809;0.05952375;0.57790404;0.58;0.484375
2020;Federal;0000.00.1521;AREA DE PROTECAO AMBIENTAL BACIA DO PARAIBA DO SUL;SP;Aparecida (SP);-23,10642926;-45,65220776;MATA ATLANTICA;292598;3 - Moderada Efetividade;0.510547847;0.58712121;0.5327381;0.35416667;0.40804829;0.64338235;0.5703125
2019;Federal;0000.00.1521;AREA DE PROTECAO AMBIENTAL BACIA DO PARAIBA DO SUL;SP;Aparecida (SP);-23,10642926;-45,65220776;MATA ATLANTICA;292598;3 - Moderada Efetividade;0.426104811;0.48958333;0.46969697;0.29166667;0.2113772;0.65625;0.5234375
2018;Federal;0000.00.1521;AREA DE PROTECAO AMBIENTAL BACIA DO PARAIBA DO SUL;SP;Aparecida (SP);-23,10642926;-45,65220776;MATA ATLANTICA;292598;3 - Moderada Efetividade;0.405163295;0.48958333;0.4280303;0.22916667;0.25838055;0.57083333;0.5125
2018;Estadual;0000.29.0305;AREA DE PROTECAO AMBIENTAL BACIA DO RIO DE JANEIRO;BA;Luís Eduardo Magalhães (BA), Barreiras (BA);-11,90000825;-45,8408464;CERRADO;352730;4 - Reduzida Efetividade;0.312390198;0.08333333;0.3142854;0.285714;0.33371914;0.52;0.515625
2020;Estadual;0000.29.0305;AREA DE PROTECAO AMBIENTAL BACIA DO RIO DE JANEIRO;BA;Luís Eduardo Magalhães (BA), Barreiras (BA);-11,90000825;-45,8408464;CERRADO;352730;4 - Reduzida Efetividade;0.274801187;0.0;0.42261905;0.23611111;0.26609161;0.72916667;0.578125
2020;Estadual;0000.29.0328;AREA DE PROTECAO AMBIENTAL BAIA DE CAMAMU;BA;Camamu (BA), Itacaré (BA), Maraú (BA);-14,11174827;-39,08681379;MATA ATLANTICA;122691;4 - Reduzida Efetividade;0.294059645;0.05924479;0.45833333;0.52083333;0.24288194;0.4375;0.3125
2019;Estadual;0000.29.0328;AREA DE PROTECAO AMBIENTAL BAIA DE CAMAMU;BA;Camamu (BA), Itacaré (BA), Maraú (BA);-14,11174827;-39,08681379;MATA ATLANTICA;122691;4 - Reduzida Efetividade;0.276249448;0.25;0.5;0.54166667;0.50694444;0.0;0.28125
2020;Estadual;0000.29.0320;AREA DE PROTECAO AMBIENTAL BAIA DE TODOS OS SANTOS;BA;Cachoeira (BA), Candeias (BA), Itaparica (BA), Jaguaripe (BA), Madre de Deus (BA), Maragogipe (BA), Salinas da Margarida (BA), Santo Amaro (BA), Saubara (BA), Simões Filho (BA), Salvador (BA), São Francisco do Conde (BA), Vera Cruz (BA);-12,87356205;-38,66479624;MATA ATLANTICA;138496;3 - Moderada Efetividade;0.454430277;0.45833333;0.52604167;0.4;0.21287108;0.953125;0.39583333
2019;Estadual;0000.29.0320;AREA DE PROTECAO AMBIENTAL BAIA DE TODOS OS SANTOS;BA;Cachoeira (BA), Candeias (BA), Itaparica (BA), Jaguaripe (BA), Madre de Deus (BA), Maragogipe (BA), Salinas da Margarida (BA), Santo Amaro (BA), Saubara (BA), Simões Filho (BA), Salvador (BA), São Francisco do Conde (BA), Vera Cruz (BA);-12,87356205;-38,66479624;MATA ATLANTICA;138496;4 - Reduzida Efetividade;0.343394691;0.375;0.41666667;0.20833333;0.13022587;0.75;0.375
2020;Federal;0000.00.0007;AREA DE PROTECAO AMBIENTAL BARRA DO RIO MAMANGUAPE;PB;Baía da Traição (PB), Lucena (PB), Marcação (PB), Rio Tinto (PB);-6,795478501;-34,96844421;MATA ATLANTICA;14919;3 - Moderada Efetividade;0.46914462;0.615;0.625;0.30208333;0.38338035;0.42307692;0.50694444
2018;Federal;0000.00.0007;AREA DE PROTECAO AMBIENTAL BARRA DO RIO MAMANGUAPE;PB;Baía da Traição (PB), Lucena (PB), Marcação (PB), Rio Tinto (PB);-6,795478501;-34,96844421;MATA ATLANTICA;14919;3 - Moderada Efetividade;0.462920664;0.59958333;0.5952381;0.38888889;0.3760312;0.35576923;0.4875
2019;Federal;0000.00.0007;AREA DE PROTECAO AMBIENTAL BARRA DO RIO MAMANGUAPE;PB;Baía da Traição (PB), Lucena (PB), Marcação (PB), Rio Tinto (PB);-6,795478501;-34,96844421;MATA ATLANTICA;14919;3 - Moderada Efetividade;0.459382633;0.63;0.59294872;0.29166667;0.40624622;0.32916667;0.5625
2017;Federal;0000.00.0007;AREA DE PROTECAO AMBIENTAL BARRA DO RIO MAMANGUAPE;PB;Baía da Traição (PB), Lucena (PB), Marcação (PB), Rio Tinto (PB);-6,795478501;-34,96844421;MATA ATLANTICA;14919;3 - Moderada Efetividade;0.414555761;0.58875;0.57916667;0.29166667;0.37668907;0.26339286;0.4453125
2018;Municipal;5030.35.1961;AREA DE PROTECAO AMBIENTAL BORORE-COLONIA;SP;São Paulo (SP);-23,80937886;-46,67666354;MATA ATLANTICA;8961;3 - Moderada Efetividade;0.412481027;0.25;0.4523805;0.428571;0.70952381;0.3;0.4375
2018;Estadual;0000.35.1695;AREA DE PROTECAO AMBIENTAL CABREUVA;SP;Cabreúva (SP), Indaiatuba (SP), Itu (SP), Salto (SP);-23,27355871;-47,10977287;MATA ATLANTICA;36978;3 - Moderada Efetividade;0.494603478;0.29411765;0.428571;0.428571;0.64097222;0.66;0.5625
2019;Estadual;0000.29.0301;AREA DE PROTECAO AMBIENTAL CAMINHOS ECOLOGICOS DA BOA ESPERANCA;BA;Cairu (BA), Jiquiriça (BA), Nilo Peçanha (BA), Taperoá (BA), Teolândia (BA), Ubaíra (BA), Valença (BA), Wenceslau Guimarães (BA);-13,53814034;-39,37462938;MATA ATLANTICA;231997;4 - Reduzida Efetividade;0.211707713;0.25;0.5;0.20833333;0.45138889;0.0;0.34375
2020;Estadual;0000.29.0301;AREA DE PROTECAO AMBIENTAL CAMINHOS ECOLOGICOS DA BOA ESPERANCA;BA;Cairu (BA), Jiquiriça (BA), Nilo Peçanha (BA), Taperoá (BA), Teolândia (BA), Ubaíra (BA), Valença (BA), Wenceslau Guimarães (BA);-13,53814034;-39,37462938;MATA ATLANTICA;231997;5 - Não Efetiva;0.084136829;0.0;0.54166667;0.20833333;0.14351852;0.0;0.25
2020;Estadual;0000.29.0310;AREA DE PROTECAO AMBIENTAL CARAIVA/ TRANCOSO;BA;Porto Seguro (BA);-16,72302232;-39,1414979;MATA ATLANTICA;31927;3 - Moderada Efetividade;0.544738857;0.48902778;0.75;0.38095238;0.46752236;0.765625;0.5
2018;Estadual;0000.29.0310;AREA DE PROTECAO AMBIENTAL CARAIVA/ TRANCOSO;BA;Porto Seguro (BA);-16,72302232;-39,1414979;MATA ATLANTICA;31927;4 - Reduzida Efetividade;0.310729496;0.0;0.523809;0.253968;0.94384921;0.35;0.5625
2019;Estadual;0000.29.0310;AREA DE PROTECAO AMBIENTAL CARAIVA/ TRANCOSO;BA;Porto Seguro (BA);-16,72302232;-39,1414979;MATA ATLANTICA;31927;4 - Reduzida Efetividade;0.288426856;0.0;0.67324561;0.36805556;0.24588578;0.578125;0.546875
2020;Federal;0000.00.0020;AREA DE PROTECAO AMBIENTAL CARSTE DA LAGOA SANTA;MG;Confins (MG), Lagoa Santa (MG), Matozinhos (MG), Funilândia (MG), Pedro Leopoldo (MG), Prudente de Morais (MG);-19,54029484;-43,98968846;CERRADO;37736;3 - Moderada Efetividade;0.504841585;0.46875;0.61979167;0.41666667;0.30164208;0.775;0.5390625
2019;Federal;0000.00.0020;AREA DE PROTECAO AMBIENTAL CARSTE DA LAGOA SANTA;MG;Confins (MG), Lagoa Santa (MG), Matozinhos (MG), Funilândia (MG), Pedro Leopoldo (MG), Prudente de Morais (MG);-19,54029484;-43,98968846;CERRADO;37736;3 - Moderada Efetividade;0.416654761;0.45833333;0.56060606;0.27083333;0.28089381;0.625;0.390625
2018;Federal;0000.00.0020;AREA DE PROTECAO AMBIENTAL CARSTE DA LAGOA SANTA;MG;Confins (MG), Lagoa Santa (MG), Matozinhos (MG), Funilândia (MG), Pedro Leopoldo (MG), Prudente de Morais (MG);-19,54029484;-43,98968846;CERRADO;37736;4 - Reduzida Efetividade;0.390990993;0.39029948;0.45138889;0.29166667;0.28704028;0.56944444;0.40277778
2017;Federal;0000.00.0020;AREA DE PROTECAO AMBIENTAL CARSTE DA LAGOA SANTA;MG;Confins (MG), Lagoa Santa (MG), Matozinhos (MG), Funilândia (MG), Pedro Leopoldo (MG), Prudente de Morais (MG);-19,54029484;-43,98968846;CERRADO;37736;4 - Reduzida Efetividade;0.36754281;0.32277778;0.39102564;0.31944444;0.19747175;0.59375;0.4609375
2017;Federal;0000.00.0002;AREA DE PROTECAO AMBIENTAL CAVERNAS DO PERUACU;MG;Bonito de Minas (MG), Cônego Marinho (MG), Itacarambi (MG), JANUARIA (MG);-15,02102997;-44,47247757;CERRADO;143354;3 - Moderada Efetividade;0.450776922;0.41072917;0.64166667;0.375;0.28214019;0.5625;0.5
2018;Federal;0000.00.0002;AREA DE PROTECAO AMBIENTAL CAVERNAS DO PERUACU;MG;Bonito de Minas (MG), Cônego Marinho (MG), Itacarambi (MG), JANUARIA (MG);-15,02102997;-44,47247757;CERRADO;143354;3 - Moderada Efetividade;0.446205112;0.41208333;0.64814815;0.40625;0.27674046;0.52083333;0.47395833
2020;Federal;0000.00.0002;AREA DE PROTECAO AMBIENTAL CAVERNAS DO PERUACU;MG;Bonito de Minas (MG), Cônego Marinho (MG), Itacarambi (MG), JANUARIA (MG);-15,02102997;-44,47247757;CERRADO;143354;3 - Moderada Efetividade;0.428983441;0.42871528;0.66885965;0.375;0.27413179;0.49038462;0.4
2019;Federal;0000.00.0002;AREA DE PROTECAO AMBIENTAL CAVERNAS DO PERUACU;MG;Bonito de Minas (MG), Cônego Marinho (MG), Itacarambi (MG), JANUARIA (MG);-15,02102997;-44,47247757;CERRADO;143354;3 - Moderada Efetividade;0.418530052;0.42229167;0.64473684;0.375;0.23427928;0.54947917;0.375
2018;Federal;0000.00.0008;AREA DE PROTECAO AMBIENTAL CHAPADA DO ARARIPE;CE, PE, PI;Abaiara (CE), Araripe (CE), Barbalha (CE), Brejo Santo (CE), Campos Sales (CE), Crato (CE), Jardim (CE), Jati (CE), Missão Velha (CE), Nova Olinda (CE), Penaforte (CE), Porteiras (CE), Potengi (CE), Salitre (CE), Santana do Cariri (CE), Araripina (PE),;-7,397141837;-40,01449421;CAATINGA;972593;2 - Efetiva;0.632812199;0.61265432;0.78009259;0.67948718;0.45491223;0.7375;0.578125
2017;Federal;0000.00.0008;AREA DE PROTECAO AMBIENTAL CHAPADA DO ARARIPE;CE, PE, PI;Abaiara (CE), Araripe (CE), Barbalha (CE), Brejo Santo (CE), Campos Sales (CE), Crato (CE), Jardim (CE), Jati (CE), Missão Velha (CE), Nova Olinda (CE), Penaforte (CE), Porteiras (CE), Potengi (CE), Salitre (CE), Santana do Cariri (CE), Araripina (PE),;-7,397141837;-40,01449421;CAATINGA;972593;2 - Efetiva;0.628633648;0.61085391;0.78009259;0.67948718;0.45080987;0.70625;0.58522727
2020;Federal;0000.00.0008;AREA DE PROTECAO AMBIENTAL CHAPADA DO ARARIPE;CE, PE, PI;Abaiara (CE), Araripe (CE), Barbalha (CE), Brejo Santo (CE), Campos Sales (CE), Crato (CE), Jardim (CE), Jati (CE), Missão Velha (CE), Nova Olinda (CE), Penaforte (CE), Porteiras (CE), Potengi (CE), Salitre (CE), Santana do Cariri (CE), Araripina (PE),;-7,397141837;-40,01449421;CAATINGA;972593;3 - Moderada Efetividade;0.593741569;0.59765625;0.76602564;0.47916667;0.44857708;0.6875;0.625
2019;Federal;0000.00.0008;AREA DE PROTECAO AMBIENTAL CHAPADA DO ARARIPE;CE, PE, PI;Abaiara (CE), Araripe (CE), Barbalha (CE), Brejo Santo (CE), Campos Sales (CE), Crato (CE), Jardim (CE), Jati (CE), Missão Velha (CE), Nova Olinda (CE), Penaforte (CE), Porteiras (CE), Potengi (CE), Salitre (CE), Santana do Cariri (CE), Araripina (PE),;-7,397141837;-40,01449421;CAATINGA;972593;3 - Moderada Efetividade;0.557693501;0.58007813;0.71701389;0.5;0.38137662;0.696875;0.5234375
2018;Federal;0000.00.1912;AREA DE PROTECAO AMBIENTAL COSTA DAS ALGAS;ES;Aracruz (ES), Fundão (ES), Serra (ES);-20,03700234;-39,90932799;MARINHO;114956;3 - Moderada Efetividade;0.482474825;0.52940538;0.55416667;0.3125;0.35346702;0.62019231;0.5703125
2017;Federal;0000.00.1912;AREA DE PROTECAO AMBIENTAL COSTA DAS ALGAS;ES;Aracruz (ES), Fundão (ES), Serra (ES);-20,03700234;-39,90932799;MARINHO;114956;3 - Moderada Efetividade;0.481779505;0.57552083;0.53125;0.30833333;0.41180556;0.64285714;0.46875
2019;Federal;0000.00.1912;AREA DE PROTECAO AMBIENTAL COSTA DAS ALGAS;ES;Aracruz (ES), Fundão (ES), Serra (ES);-20,03700234;-39,90932799;MARINHO;114956;3 - Moderada Efetividade;0.469049158;0.54988662;0.54924242;0.35833333;0.34290277;0.62946429;0.4375
2020;Federal;0000.00.1912;AREA DE PROTECAO AMBIENTAL COSTA DAS ALGAS;ES;Aracruz (ES), Fundão (ES), Serra (ES);-20,03700234;-39,90932799;MARINHO;114956;3 - Moderada Efetividade;0.420717568;0.4160503;0.54166667;0.375;0.22355769;0.66544118;0.40625
2019;Estadual;0000.29.0309;AREA DE PROTECAO AMBIENTAL COSTA DE ITACARE/ SERRA GRANDE;BA;Uruçuca (BA), Itacaré (BA);-14,37432617;-39,11054649;MATA ATLANTICA;62609;4 - Reduzida Efetividade;0.327569991;0.35416667;0.54166667;0.25833333;0.19811396;0.40384615;0.28125
2020;Estadual;0000.29.0309;AREA DE PROTECAO AMBIENTAL COSTA DE ITACARE/ SERRA GRANDE;BA;Uruçuca (BA), Itacaré (BA);-14,37432617;-39,11054649;MATA ATLANTICA;62609;4 - Reduzida Efetividade;0.323253382;0.32638889;0.52314815;0.23333333;0.13888889;0.47321429;0.359375
2018;Estadual;0000.29.0309;AREA DE PROTECAO AMBIENTAL COSTA DE ITACARE/ SERRA GRANDE;BA;Uruçuca (BA), Itacaré (BA);-14,37432617;-39,11054649;MATA ATLANTICA;62609;4 - Reduzida Efetividade;0.233511308;0.0;0.5380947;0.190476;0.48263889;0.38076923;0.33035714
2017;Federal;0000.00.0009;AREA DE PROTECAO AMBIENTAL COSTA DOS CORAIS;PE, AL;Tamandaré (PE), Barra de Santo Antônio (AL), Japaratinga (AL), Maceió (AL), Maragogi (AL), Passo de Camaragibe (AL), Porto Calvo (AL), Porto de Pedras (AL), São Luís do Quitunde (AL), São Miguel dos Milagres (AL), Paripueira (AL), Rio Formoso (PE),;-9,229306905;-35,18856904;MARINHO;404268;3 - Moderada Efetividade;0.58130797;0.68518519;0.63888889;0.22916667;0.54611541;0.80902778;0.6875
2018;Federal;0000.00.0009;AREA DE PROTECAO AMBIENTAL COSTA DOS CORAIS;PE, AL;Tamandaré (PE), Barra de Santo Antônio (AL), Japaratinga (AL), Maceió (AL), Maragogi (AL), Passo de Camaragibe (AL), Porto Calvo (AL), Porto de Pedras (AL), São Luís do Quitunde (AL), São Miguel dos Milagres (AL), Paripueira (AL), Rio Formoso (PE),;-9,229306905;-35,18856904;MARINHO;404268;3 - Moderada Efetividade;0.575958317;0.64041667;0.63888889;0.22916667;0.54936453;0.80902778;0.69711538
2020;Federal;0000.00.0009;AREA DE PROTECAO AMBIENTAL COSTA DOS CORAIS;PE, AL;Tamandaré (PE), Barra de Santo Antônio (AL), Japaratinga (AL), Maceió (AL), Maragogi (AL), Passo de Camaragibe (AL), Porto Calvo (AL), Porto de Pedras (AL), São Luís do Quitunde (AL), São Miguel dos Milagres (AL), Paripueira (AL), Rio Formoso (PE),;-9,229306905;-35,18856904;MARINHO;404268;3 - Moderada Efetividade;0.498118186;0.40104167;0.69444444;0.39583333;0.2863747;0.71651786;0.60416667
2019;Federal;0000.00.0009;AREA DE PROTECAO AMBIENTAL COSTA DOS CORAIS;PE, AL;Tamandaré (PE), Barra de Santo Antônio (AL), Japaratinga (AL), Maceió (AL), Maragogi (AL), Passo de Camaragibe (AL), Porto Calvo (AL), Porto de Pedras (AL), São Luís do Quitunde (AL), São Miguel dos Milagres (AL), Paripueira (AL), Rio Formoso (PE),;-9,229306905;-35,18856904;MARINHO;404268;3 - Moderada Efetividade;0.43435812;0.375;0.54861111;0.31944444;0.24821192;0.68478261;0.53125
2020;Federal;0000.00.3696;AREA DE PROTECAO AMBIENTAL DA ARARINHA AZUL;BA;Curaçá (BA), Juazeiro (BA);-9,208370601;-39,7701924;CAATINGA;90641;3 - Moderada Efetividade;0.440336684;0.4375;0.53611111;0.34722222;0.21365628;0.64583333;0.5546875
2018;Federal;0000.00.3696;AREA DE PROTECAO AMBIENTAL DA ARARINHA AZUL;BA;Curaçá (BA), Juazeiro (BA);-9,208370601;-39,7701924;CAATINGA;90641;3 - Moderada Efetividade;0.428611823;0.46778549;0.45833333;0.25833333;0.25331371;0.578125;0.61931818
2019;Federal;0000.00.3696;AREA DE PROTECAO AMBIENTAL DA ARARINHA AZUL;BA;Curaçá (BA), Juazeiro (BA);-9,208370601;-39,7701924;CAATINGA;90641;3 - Moderada Efetividade;0.423108615;0.5;0.53333333;0.26388889;0.19903002;0.61875;0.515625
2020;Federal;0000.00.0003;AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO DESCOBERTO;DF, GO;Brasília (DF), Padre Bernardo (GO), Águas Lindas de Goiás (GO);-15,69982686;-48,16548664;CERRADO;41784;3 - Moderada Efetividade;0.586260051;0.69222222;0.95535714;0.5;0.47364683;0.55208333;0.41964286
2018;Federal;0000.00.0003;AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO DESCOBERTO;DF, GO;Brasília (DF), Padre Bernardo (GO), Águas Lindas de Goiás (GO);-15,69982686;-48,16548664;CERRADO;41784;3 - Moderada Efetividade;0.537108753;0.60166667;0.825;0.5;0.40839646;0.6875;0.3125
2019;Federal;0000.00.0003;AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO DESCOBERTO;DF, GO;Brasília (DF), Padre Bernardo (GO), Águas Lindas de Goiás (GO);-15,69982686;-48,16548664;CERRADO;41784;3 - Moderada Efetividade;0.530280166;0.58416667;0.72115385;0.5;0.40814922;0.55208333;0.45
2020;Federal;0000.00.0004;AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO SAO BARTOLOMEU;DF;Brasília (DF);-15,78034144;-47,69313623;CERRADO;82680;5 - Não Efetiva;0.156001133;0.0;0.29166667;0.5;0.09722222;0.125;0.4375
2019;Federal;0000.00.0005;AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO SAO JOAO - MICO LEAO;RJ;Silva Jardim (RJ), Rio das Ostras (RJ), Rio Bonito (RJ), Casimiro de Abreu (RJ), Cachoeiras de Macacu (RJ), Cabo Frio (RJ), Araruama (RJ);-22,56485084;-42,35131537;MATA ATLANTICA;150373;2 - Efetiva;0.649684791;0.67505787;0.75555556;0.38888889;0.52684717;0.84375;0.77083333
2018;Federal;0000.00.0005;AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO SAO JOAO - MICO LEAO;RJ;Silva Jardim (RJ), Rio das Ostras (RJ), Rio Bonito (RJ), Casimiro de Abreu (RJ), Cachoeiras de Macacu (RJ), Cabo Frio (RJ), Araruama (RJ);-22,56485084;-42,35131537;MATA ATLANTICA;150373;3 - Moderada Efetividade;0.594170191;0.73186728;0.62179487;0.26041667;0.61318941;0.75520833;0.67361111
2020;Federal;0000.00.0005;AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO SAO JOAO - MICO LEAO;RJ;Silva Jardim (RJ), Rio das Ostras (RJ), Rio Bonito (RJ), Casimiro de Abreu (RJ), Cachoeiras de Macacu (RJ), Cabo Frio (RJ), Araruama (RJ);-22,56485084;-42,35131537;MATA ATLANTICA;150373;3 - Moderada Efetividade;0.570528703;0.57;0.64880952;0.47222222;0.39857758;0.79017857;0.59821429
2017;Federal;0000.00.0005;AREA DE PROTECAO AMBIENTAL DA BACIA DO RIO SAO JOAO - MICO LEAO;RJ;Silva Jardim (RJ), Rio das Ostras (RJ), Rio Bonito (RJ), Casimiro de Abreu (RJ), Cachoeiras de Macacu (RJ), Cabo Frio (RJ), Araruama (RJ);-22,56485084;-42,35131537;MATA ATLANTICA;150373;3 - Moderada Efetividade;0.503255242;0.53385417;0.51666667;0.20833333;0.43669809;0.6875;0.71875
2020;Estadual;0000.53.1639;AREA DE PROTECAO AMBIENTAL DA BACIA DOS RIBEIROES DO GAMA E CABECA DE VEADO;DF;LAGO SUL (DF), SANTA MARIA (DF), NUCLEO BANDEIRANTE (DF);-15,91801472;-47,90692771;CERRADO;23741;4 - Reduzida Efetividade;0.385513699;0.4875;0.5;0.5;0.24201389;0.25;0.375
2019;Federal;0000.00.0006;AREA DE PROTECAO AMBIENTAL DA BALEIA FRANCA;SC;Florianópolis (SC), Garopaba (SC), Içara (SC), Imbituba (SC), Jaguaruna (SC), Laguna (SC), Palhoça (SC), Paulo Lopes (SC), Tubarão (SC);-28,36082318;-48,74595301;MARINHO;154859;2 - Efetiva;0.605606066;0.60104875;0.56410256;0.60416667;0.47867211;0.84114583;0.59027778
2018;Federal;0000.00.0006;AREA DE PROTECAO AMBIENTAL DA BALEIA FRANCA;SC;Florianópolis (SC), Garopaba (SC), Içara (SC), Imbituba (SC), Jaguaruna (SC), Laguna (SC), Palhoça (SC), Paulo Lopes (SC), Tubarão (SC);-28,36082318;-48,74595301;MARINHO;154859;2 - Efetiva;0.60032363;0.5;0.70833333;0.54166667;0.40926647;0.85526316;0.66346154
2017;Federal;0000.00.0006;AREA DE PROTECAO AMBIENTAL DA BALEIA FRANCA;SC;Florianópolis (SC), Garopaba (SC), Içara (SC), Imbituba (SC), Jaguaruna (SC), Laguna (SC), Palhoça (SC), Paulo Lopes (SC), Tubarão (SC);-28,36082318;-48,74595301;MARINHO;154859;3 - Moderada Efetividade;0.515657062;0.5;0.65277778;0.3125;0.33605303;0.77430556;0.6125
2020;Federal;0000.00.0006;AREA DE PROTECAO AMBIENTAL DA BALEIA FRANCA;SC;Florianópolis (SC), Garopaba (SC), Içara (SC), Imbituba (SC), Jaguaruna (SC), Laguna (SC), Palhoça (SC), Paulo Lopes (SC), Tubarão (SC);-28,36082318;-48,74595301;MARINHO;154859;3 - Moderada Efetividade;0.511081951;0.40322917;0.46212121;0.45833333;0.33655341;0.88095238;0.625
2020;Estadual;0000.23.0954;AREA DE PROTECAO AMBIENTAL DA BICA DO IPU;CE;Ipu (CE);-4,288234437;-40,73488842;CAATINGA;3470;3 - Moderada Efetividade;0.513589886;0.4474537;0.55324074;0.33333333;0.36411619;0.69097222;0.765625
2019;Estadual;0000.23.0954;AREA DE PROTECAO AMBIENTAL DA BICA DO IPU;CE;Ipu (CE);-4,288234437;-40,73488842;CAATINGA;3470;3 - Moderada Efetividade;0.508684553;0.44783951;0.53125;0.33333333;0.35445443;0.69097222;0.765625
2020;Estadual;0000.16.0886;AREA DE PROTECAO AMBIENTAL DA FAZENDINHA;AP;Macapá (AP);-0,051083995;-51,12891444;AMAZONIA;149;3 - Moderada Efetividade;0.498760846;0.59201389;0.68981481;0.4375;0.37602169;0.55357143;0.39285714
2019;Estadual;0000.16.0886;AREA DE PROTECAO AMBIENTAL DA FAZENDINHA;AP;Macapá (AP);-0,051083995;-51,12891444;AMAZONIA;149;3 - Moderada Efetividade;0.429953235;0.5;0.64583333;0.5;0.23584057;0.5875;0.25
2020;Estadual;0000.23.0962;AREA DE PROTECAO AMBIENTAL DA LAGOA DA JIJOCA;CE;Cruz (CE), Jijoca de Jericoacoara (CE);-2,873855125;-40,43840417;CAATINGA;3945;3 - Moderada Efetividade;0.577639526;0.76909722;0.65;0.43055556;0.55584491;0.6125;0.49107143
2019;Estadual;0000.23.0962;AREA DE PROTECAO AMBIENTAL DA LAGOA DA JIJOCA;CE;Cruz (CE), Jijoca de Jericoacoara (CE);-2,873855125;-40,43840417;CAATINGA;3945;3 - Moderada Efetividade;0.471326747;0.24115668;0.625;0.43055556;0.55296609;0.6328125;0.4375
2019;Estadual;0000.23.0953;AREA DE PROTECAO AMBIENTAL DA LAGOA DO URUAU;CE;Beberibe (CE);-4,224654821;-38,09242512;CAATINGA;2734;2 - Efetiva;0.72447725;0.81365741;0.7578125;0.83333333;0.70168541;0.80729167;0.484375
2020;Estadual;0000.23.0953;AREA DE PROTECAO AMBIENTAL DA LAGOA DO URUAU;CE;Beberibe (CE);-4,224654821;-38,09242512;CAATINGA;2734;2 - Efetiva;0.721175413;0.82638889;0.77777778;0.45833333;0.70680944;0.79296875;0.8046875
2019;Estadual;0000.27.0921;AREA DE PROTECAO AMBIENTAL DA MARITUBA DO PEIXE;AL;Piaçabuçu (AL), Penedo (AL), Feliz Deserto (AL);-10,3366603;-36,40883974;MATA ATLANTICA;18534;4 - Reduzida Efetividade;0.374787914;0.35416667;0.59848485;0.30952381;0.20122795;0.38125;0.4765625
