nome_da_uc;nota_pessoal_mean;nota_pessoal_std;nota_equipamento_mean;nota_equipamento_std;nota_capacidade_mean;nota_capacidade_std;nota_recurso_mean;nota_recurso_std;nota_apoio_mean;nota_apoio_std;cnuc;bioma;calculo_efetividade_mean;calculo_efetividade_std
RESERVA EXTRATIVISTA MANDIRA;0.9642857142857143;0.09449111825230683;0.8571428571428571;0.1336306209562122;0.9285714285714286;0.12198750911856664;0.75;0.14433756729740643;0.39285714285714285;0.24397501823713327;0000.00.0234;MATA ATLANTICA;0.6916823223333334;0.05990461406888494
RESERVA EXTRATIVISTA MAPUA;0.4642857142857143;0.0944911182523068;0.6428571428571429;0.1966989481173608;0.7142857142857143;0.09449111825230683;0.75;0.0;0.25;0.2041241452319315;0000.00.0244;AMAZONIA;0.47555739;
RESERVA EXTRATIVISTA MARACANA;0.25;0.0;0.8947368421052632;0.151744244666721;0.75;0.18633899812498247;0.7236842105263158;0.27505980211009046;0.2631578947368421;0.21202863096968105;0000.00.0227;AMAZONIA;0.43862391025;0.02569792007687938
RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA;0.6428571428571429;0.1966989481173608;0.7857142857142857;0.09449111825230681;0.8571428571428571;0.13363062095621217;0.35714285714285715;0.34931906550288594;0.42857142857142855;0.18898223650461363;0000.00.0247;AMAZONIA;0.5189645313333333;0.02074090152050342
RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO;0.65;0.20701966780270625;0.6333333333333333;0.24760760046800623;0.75;0.16366341767699427;0.7833333333333333;0.18580583823930164;0.3;0.23528098702858008;0000.00.0251;MARINHO;0.49808033250000006;0.06468011451520421
RESERVA EXTRATIVISTA MARINHA CAETETAPERACU;0.29411764705882354;0.13214853496773107;0.6029411764705882;0.21756506802225722;0.5;0.23385358667337133;0.35294117647058826;0.2939337660486277;0.4117647058823529;0.2490791865581518;0000.00.0248;AMAZONIA;0.42681098;0.042292907820920406
RESERVA EXTRATIVISTA MARINHA CUINARANA;0.27631578947368424;0.07882544191057644;0.5921052631578947;0.12389865694583801;0.5657894736842105;0.18337320140672697;0.4605263157894737;0.15053510790991678;0.27631578947368424;0.14178271820390012;0000.00.3134;AMAZONIA;0.46093656766666663;0.046625276850903626
RESERVA EXTRATIVISTA MARINHA DA BAIA DE IGUAPE;0.25;0.0;0.6153846153846154;0.16505632294338118;0.6923076923076923;0.10963225241337865;0.5961538461538461;0.19198691194707612;0.36538461538461536;0.24185448051171135;0000.00.0245;MATA ATLANTICA;0.46667803875;0.02680644778461103
RESERVA EXTRATIVISTA MARINHA DA LAGOA DO JEQUIA;0.3875;0.2063944868704741;0.4625;0.21877349497885518;0.8125;0.1110654145798298;0.8625;0.20639448687047415;0.3875;0.20639448687047413;0000.00.0246;MARINHO;0.4925595345;0.07394833132851507
RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIA;0.6666666666666666;0.1628347368197324;0.7708333333333334;0.19824036527468977;0.7291666666666666;0.19824036527468977;0.3958333333333333;0.3100281023430364;0.5833333333333334;0.22190634114964863;0000.00.0249;AMAZONIA;0.54643219325;0.04416957919367108
RESERVA EXTRATIVISTA MARINHA DE SOURE;0.6805555555555556;0.2236981217471497;0.8055555555555556;0.20211302086361083;0.75;0.22687130324325752;0.6944444444444444;0.25081566285227513;0.3194444444444444;0.2685138231127298;0000.00.0254;AMAZONIA;0.56370136275;0.036729867200839456
RESERVA EXTRATIVISTA MARINHA DO DELTA DO PARNAIBA;0.22727272727272727;0.07537783614444091;0.8181818181818182;0.2977185980693239;0.7954545454545454;0.21846572437632575;1.0;0.0;0.4090909090909091;0.20225995873897262;0000.00.0225;CERRADO;0.549468175;0.06676200120551262
RESERVA EXTRATIVISTA MARINHA MESTRE LUCINDO;0.2647058823529412;0.06063390625908324;0.6764705882352942;0.17149858514250885;0.5735294117647058;0.14696688302431385;0.6176470588235294;0.23581055457094965;0.2647058823529412;0.13892973255655283;0000.00.3133;AMAZONIA;0.3623782975;0.029727399973271933
RESERVA EXTRATIVISTA MARINHA MOCAPAJUBA;0.2375;0.055901699437494734;0.7;0.10259783520851543;0.5375;0.20318192522181228;0.45;0.17396309348461483;0.275;0.13812656286327063;0000.00.3132;AMAZONIA;0.448454216;0.0652801206562284
RESERVA EXTRATIVISTA MARINHA PIRAJUBAE;0.8461538461538461;0.217429623155726;0.9615384615384616;0.09388345202485135;0.8076923076923077;0.20801257358446093;0.8653846153846154;0.299572344757639;0.28846153846153844;0.2858859374484328;0000.00.0255;MARINHO;0.5674709032499999;0.04994672013061292
RESERVA EXTRATIVISTA MARINHA TRACUATEUA;0.5909090909090909;0.16854996561581054;0.6590909090909091;0.12613124477737825;0.9318181818181818;0.11677484162422844;0.2727272727272727;0.2611164839335467;0.38636363636363635;0.30338993810845893;0000.00.0250;AMAZONIA;0.59146912175;0.04673730546944152
RESERVA EXTRATIVISTA MATA GRANDE;0.6388888888888888;0.2534484387624258;0.6944444444444444;0.20833333333333334;0.9166666666666666;0.12499999999999997;0.5833333333333334;0.3535533905932738;0.4444444444444444;0.11023963796102461;0000.00.0226;CERRADO;0.5689179923333333;0.05767151738052909
RESERVA EXTRATIVISTA MEDIO JURUA;0.5;0.2834733547569204;0.8166666666666667;0.1484042099261659;0.6666666666666666;0.1543033499620919;0.9;0.12677313820927746;0.4166666666666667;0.18093671611393647;0000.00.0235;AMAZONIA;0.5575420696666665;0.027685104591759505
RESERVA EXTRATIVISTA PRAINHA DO CANTO VERDE;0.9318181818181818;0.11677484162422845;0.7045454545454546;0.1011299793694863;0.8636363636363636;0.17188791273808215;0.5681818181818182;0.29771859806932394;0.36363636363636365;0.30338993810845893;0000.00.1809;MARINHO;0.5139228523333333;0.0873715540231765
RESERVA EXTRATIVISTA RENASCER;0.3333333333333333;0.2041241452319315;0.9333333333333333;0.14840420992616596;0.9166666666666666;0.12198750911856662;0.9833333333333333;0.0645497224367903;0.36666666666666664;0.1599851183555461;0000.00.1810;AMAZONIA;0.5876929597499999;0.05111183919801025
RESERVA EXTRATIVISTA RIO CAJARI;0.59375;0.37648515432692886;0.96875;0.08838834764831847;0.90625;0.26516504294495535;0.4375;0.4381372909423321;0.1875;0.11572751247156893;0000.00.1518;AMAZONIA;0.509353492;0.013060292272514576
RESERVA EXTRATIVISTA RIO IRIRI;0.3333333333333333;0.125;0.9166666666666666;0.24999999999999997;0.6388888888888888;0.2534484387624258;1.0;0.0;0.3888888888888889;0.13176156917368248;0000.00.0280;AMAZONIA;0.58938328225;0.030592583708638887
RESERVA EXTRATIVISTA RIO OURO PRETO;0.6323529411764706;0.2668925207776696;0.8970588235294118;0.12682491404897306;0.6617647058823529;0.24907918655815178;0.8970588235294118;0.12682491404897306;0.36764705882352944;0.17935751349485982;0000.00.0256;AMAZONIA;0.64334960675;0.06277451795612225
RESERVA EXTRATIVISTA RIO XINGU;0.875;0.1767766952966369;1.0;0.0;0.875;0.1767766952966369;1.0;0.0;0.625;0.1767766952966369;0000.00.1635;AMAZONIA;0.6386203865;0.0434370089188513
RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE;0.35;0.17013926184468015;0.8125;0.24163641673956524;0.6875;0.27950849718747367;0.8;0.2378632955468772;0.4125;0.20318192522181225;0000.00.0257;AMAZONIA;0.5318410490000001;0.05178256730892645
RESERVA EXTRATIVISTA RIOZINHO DO ANFRISIO;0.625;0.25;1.0;0.0;0.6875;0.125;1.0;0.0;0.5;0.0;0000.00.0258;AMAZONIA;0.6115025977499999;0.009397950013130025
RESERVA EXTRATIVISTA SAO JOAO DA PONTA;0.25;0.0;0.6785714285714286;0.18156825980064073;0.7142857142857143;0.09078412990032037;0.5892857142857143;0.1243112895247117;0.26785714285714285;0.0668153104781061;0000.00.0228;AMAZONIA;0.5687148866666666;0.09759952043986216
RESERVA EXTRATIVISTA TAPAJOS ARAPIUNS;0.65;0.23508117299081363;0.7125;0.18628995509264867;0.8;0.17396309348461483;0.725;0.24197651038674675;0.6125;0.15120132970732486;0000.00.0259;AMAZONIA;0.51399728975;0.03648223234046479
RESERVA EXTRATIVISTA TERRA GRANDE PRACUUBA;0.6388888888888888;0.1317615691736825;0.5;0.21650635094610965;0.7777777777777778;0.15023130314433294;0.8055555555555556;0.11023963796102461;0.7222222222222222;0.08333333333333333;0000.00.0282;AMAZONIA;0.6202133806666666;0.10300468754304344
RESERVA EXTRATIVISTA VERDE PARA SEMPRE;0.4473684210526316;0.24408200136800928;0.9342105263157895;0.1404878717372541;0.7236842105263158;0.26213250521901643;0.9736842105263158;0.11470786693528089;0.32894736842105265;0.20501747179860075;0000.00.0260;AMAZONIA;0.5840236613333333;0.06929384176369235
